0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.184058,-0.318117,-0.421940,-0.504804,-0.571767,-0.625911,-0.669262,-0.703215,-0.728750,-0.746547,-0.757057,-0.760534,-0.757064,-0.746561,-0.728770,-0.703240,-0.669291,-0.625943,-0.571800,-0.504836,-0.421967,-0.318138,-0.184069,0.000000
0.000000,-0.318114,-0.566472,-0.764837,-0.925510,-1.056355,-1.162615,-1.247922,-1.314849,-1.365239,-1.400384,-1.421147,-1.428019,-1.421161,-1.400412,-1.365279,-1.314901,-1.247982,-1.162681,-1.056423,-0.925576,-0.764896,-0.566517,-0.318138,0.000000,0.000000,-0.421925,-0.764822,-1.045429,-1.276046,-1.465529,-1.620276,-1.744963,-1.843024,-1.916974,-1.968608,-1.999130,-2.009235,-1.999151,-1.968650,-1.917036,-1.843104,-1.745056,-1.620380,-1.465637,-1.276152,-1.045523,-0.764896,-0.421967,0.000000
0.000000,-0.504764,-0.925462,-1.276011,-1.567719,-1.809440,-2.008000,-2.168632,-2.295314,-2.391030,-2.457946,-2.497533,-2.510645,-2.497563,-2.458005,-2.391117,-2.295425,-2.168764,-2.008147,-1.809594,-1.567873,-1.276152,-0.925577,-0.504836,0.000000,0.000100,-0.571671,-1.056251,-1.465437,-1.809383,-2.096514,-2.333657,-2.526255,-2.678575,-2.793891,-2.874618,-2.922416,-2.938256,-2.922455,-2.874695,-2.794005,-2.678722,-2.526430,-2.333854,-2.096724,-1.809595,-1.465638,-1.056424,-0.571801,0.000000
0.000000,-0.625768,-1.162438,-1.620105,-2.007864,-2.333579,-2.603864,-2.824161,-2.998847,-3.131346,-3.224225,-3.279264,-3.297512,-3.279314,-3.224323,-3.131490,-2.999033,-2.824385,-2.604120,-2.333856,-2.008150,-1.620382,-1.162684,-0.625944,0.000000,0.000400,-0.668964,-1.247629,-1.744685,-2.168394,-2.526078,-2.824065,-3.067683,-3.261311,-3.408429,-3.511679,-3.572912,-3.593222,-3.572972,-3.511799,-3.408607,-3.261543,-3.067965,-2.824389,-2.526435,-2.168769,-1.745061,-1.247985,-0.669293,0.000000
0.000000,-0.702862,-1.314430,-1.842615,-2.294951,-2.678281,-2.998639,-3.261203,-3.470292,-3.629388,-3.741159,-3.807490,-3.829500,-3.807562,-3.741304,-3.629602,-3.470574,-3.261548,-2.999042,-2.678731,-2.295434,-1.843111,-1.314906,-0.703243,0.000000,0.001100,-0.728054,-1.364616,-1.916399,-2.390519,-2.793463,-3.131015,-3.408204,-3.629274,-3.797679,-3.916089,-3.986397,-4.009737,-3.986483,-3.916259,-3.797934,-3.629610,-3.408620,-3.131505,-2.794019,-2.391130,-1.917047,-1.365287,-0.728774,0.000000
0.000000,-0.745840,-1.399584,-1.967848,-2.457268,-2.874041,-3.223760,-3.511331,-3.740929,-3.915976,-4.039129,-4.112284,-4.136576,-4.112382,-4.039326,-3.916271,-3.741323,-3.511823,-3.224347,-2.874717,-2.458024,-1.968665,-1.400422,-0.746566,0.000000,0.002300,-0.755721,-1.420037,-1.998145,-2.496670,-2.921681,-3.278661,-3.572439,-3.807145,-3.986175,-4.112177,-4.187044,-4.211910,-4.187155,-4.112401,-3.986512,-3.807598,-3.573009,-3.279348,-2.922486,-2.497588,-1.999171,-1.421174,-0.757070,0.000000
0.000000,-0.759309,-1.426700,-2.008029,-2.509590,-2.937358,-3.296770,-3.592628,-3.829046,-4.009413,-4.136371,-4.211814,-4.236876,-4.211937,-4.136620,-4.009789,-3.829555,-3.593275,-3.297560,-2.938296,-2.510678,-2.009260,-1.428035,-0.760543,0.000000,0.004200,-0.754816,-1.419428,-1.997683,-2.496310,-2.921399,-3.278439,-3.572265,-3.807009,-3.986067,-4.112092,-4.186975,-4.211854,-4.187109,-4.112362,-3.986479,-3.807569,-3.572984,-3.279327,-2.922468,-2.497574,-1.999159,-1.421166,-0.757066,0.000000
0.000000,-0.744728,-1.398515,-1.966971,-2.456573,-2.873494,-3.223331,-3.510994,-3.740664,-3.915767,-4.038963,-4.112150,-4.136467,-4.112292,-4.039250,-3.916206,-3.741267,-3.511773,-3.224304,-2.874681,-2.457994,-1.968642,-1.400407,-0.746558,0.000000,0.006200,-0.725584,-1.362934,-1.915119,-2.389521,-2.792681,-3.130402,-3.407724,-3.628897,-3.797382,-3.915852,-3.986207,-4.009581,-3.986354,-3.916149,-3.797839,-3.629527,-3.408546,-3.131441,-2.793964,-2.391085,-1.917012,-1.365263,-0.728762,0.000000
0.000000,-0.700876,-1.312519,-1.841053,-2.293715,-2.677312,-2.997881,-3.260609,-3.469826,-3.629021,-3.740867,-3.807255,-3.829308,-3.807401,-3.741165,-3.629481,-3.470466,-3.261452,-2.998956,-2.678657,-2.295372,-1.843063,-1.314873,-0.703226,0.000000,0.007800,-0.665401,-1.245218,-1.742862,-2.166980,-2.524977,-2.823206,-3.067013,-3.260786,-3.408015,-3.511350,-3.572646,-3.593003,-3.572787,-3.511638,-3.408463,-3.261412,-3.067845,-2.824281,-2.526340,-2.168690,-1.744999,-1.247943,-0.669271,0.000000
0.000000,-0.623311,-1.160090,-1.618201,-2.006370,-2.332416,-2.602960,-2.823457,-2.998297,-3.130913,-3.223880,-3.278984,-3.297279,-3.279113,-3.224145,-3.131327,-2.998882,-2.824243,-2.603989,-2.333739,-2.008050,-1.620305,-1.162630,-0.625917,0.000000,0.008300,-0.567753,-1.053634,-1.463484,-1.807887,-2.095361,-2.332766,-2.525564,-2.678037,-2.793467,-2.874279,-2.922140,-2.938023,-2.922251,-2.874508,-2.793827,-2.678550,-2.526264,-2.333697,-2.096581,-1.809473,-1.465541,-1.056358,-0.571767,0.000000
